char_code	char	start	width	advance	glyph_ptr	glyph_data_hex
0x58	X	2	7	1	0x073B9	180030 0701C0 00CE00 003000 00CE00 0701C0 180030
0x59	Y	2	7	1	0x073CE	1C0000 038000 007000 000FF0 007000 038000 1C0000
0x5A	Z	2	7	1	0x073E3	000010 0800E0 100710 083820 11C010 0E0020 100010
0x5B	[	3	5	2	0x06444	5FFFFA 200004 400002 200004 400002
0x5C	\	2	7	1	0x073F8	E00000 1E0000 01C000 003C00 000380 000078 000007
0x5D	]	2	5	3	0x0646B	400002 200004 400002 200004 5FFFFA
0x5E	^	2	7	1	0x0740D	100000 200000 400000 800000 400000 200000 100000
0x5F	_	0	10	0	0x07422	000001 000002 000001 000002 000001 000002 000001 000002 000001 000002
0x60	`	4	3	3	0x064B9	B80000 440000 A20000
0x61	a	1	8	1	0x07440	0003C0 004420 008810 010420 008810 010420 00FBC0 000030
0x62	b	1	8	1	0x07458	3FBFB0 004040 008020 010010 008020 010010 00C060 003F80
0x63	c	1	8	1	0x07470	001F00 0060C0 008020 010010 008020 010010 008020 0060C0
0x64	d	1	8	1	0x07488	003F80 00C060 010010 008020 010010 008020 004040 3FBFB0
0x65	e	1	8	1	0x074A0	003B80 004440 008820 010410 008820 010410 008820 007440
0x66	f	1	8	1	0x06549	008000 010000 008000 1F7FF0 208000 110000 208000 110000
0x67	g	1	8	1	0x074B8	003F00 00C0C4 010022 008041 010022 008041 004082 01BF7C
0x68	h	2	7	1	0x074D0	3FBFF0 004000 008000 010000 008000 010000 00FFF0
0x69	i	2	7	1	0x06594	010010 008020 210010 50FFE0 200010 000020 000010
0x6A	j	2	5	3	0x074E5	00000C 010002 208001 510006 20FFF8
0x6B	k	2	7	1	0x074F4	3FF7F0 000800 001000 002C00 00C300 0100C0 020030
0x6C	l	2	7	1	0x065D6	200010 100020 200010 1FFFE0 000010 000020 000010
0x6D	m	2	7	1	0x07509	017FF0 008000 010000 00FFF0 010000 008000 007FF0
0x6E	n	2	7	1	0x0751E	01BFF0 004000 008000 010000 008000 010000 00FFF0
0x6F	o	1	9	0	0x07533	001F00 0060C0 008020 010010 008020 010010 008020 0060C0 001F00
0x70	p	1	8	1	0x0754E	01BFBF 004040 008020 010010 008020 010010 00C060 003F80
0x71	q	1	8	1	0x07566	003F80 00C060 010010 008020 010010 008020 004040 01BFBF
0x72	r	3	7	0	0x0666F	01DFF0 002000 004000 008000 010000 008000 004000
0x73	s	1	8	1	0x0757E	0070C0 008820 010410 008820 010410 008820 004640 000180
0x74	t	1	8	1	0x07596	010000 008000 010000 1EFFE0 010010 008020 010010 0000E0
0x75	u	2	7	1	0x075AE	01FFE0 000010 000020 000010 000020 000040 01FFB0
0x76	v	2	7	1	0x075C3	01C000 003C00 000380 000070 000380 003C00 01C000
0x77	w	2	7	1	0x075D8	01FF80 000070 000780 003800 000780 000070 01FF80
0x78	x	2	7	1	0x075ED	018030 0060C0 001B00 000400 001B00 0060C0 018030
0x79	y	1	8	1	0x07602	000001 01C002 003C01 00038E 000070 000380 003C00 01C000
0x7A	z	2	7	1	0x0761A	010010 008060 010190 008E20 013010 00C020 010010
0x7B	{	2	7	1	0x06753	000800 001400 1FE3FC 200002 400001 200002 400001
0x7C	|	5	1	4	0x06768	7FC1FF
0x7D	}	1	7	2	0x0676B	400001 200002 400001 200002 1FE3FC 001400 000800
0x7E	~	1	8	1	0x0762F	300000 400000 800000 400000 200000 100000 200000 C00000
0x7F		0	0	0	0x00000	
0x80		1	8	1	0x07647	01FE00 060180 080041 100022 08005D 100020 0C00C0 030300
0x81		2	7	1	0x0765F	01FFE0 300010 000020 000010 000020 300040 01FFB0
0x82		1	8	1	0x07674	003B80 004440 008820 090410 108820 210410 408820 007440
0x83		1	8	1	0x0768C	0003C0 084420 108810 210420 408810 210420 10FBC0 080030
0x84		1	8	1	0x076A4	0003C0 004420 308810 010420 008810 010420 30FBC0 000030
0x85		1	8	1	0x076BC	0003C0 004420 408810 210420 108810 090420 00FBC0 000030
0x86		1	8	1	0x076D4	0003C0 004420 788810 850420 488810 850420 78FBC0 000030
0x87		1	8	1	0x076EC	001E00 006180 008041 010022 00805D 010020 008040 006180
0x88		1	8	1	0x07704	003B80 084440 108820 210410 408820 210410 108820 087440
0x89		1	8	1	0x0771C	003B80 004440 308820 010410 008820 010410 308820 007440
0x8A		1	8	1	0x07734	003B80 004440 408820 210410 108820 090410 008820 007440
0x8B		2	7	1	0x0774C	010010 308020 010010 00FFE0 000010 300020 000010
0x8C		2	7	1	0x07761	090010 108020 210010 40FFE0 200010 100020 080010
0x8D		2	7	1	0x07776	010010 408020 210010 10FFE0 080010 000020 000010
0x8E		2	7	1	0x0778B	003DF0 C1C200 060400 180200 060400 C1C200 003DF0
0x8F		2	7	1	0x077A0	003DF0 79C200 860400 480200 860400 79C200 003DF0
0x90		2	7	1	0x077B5	05F7D0 020820 141010 220820 441010 820820 040010
0x91		1	9	0	0x077CA	0063C0 008420 010210 008420 007BC0 008420 010810 008420 0078C0
0x92		1	8	1	0x077E5	003DF0 01C200 0E0400 100200 0FEDD0 101020 082010 101020
0x93		1	9	0	0x077FD	001F00 0860C0 108020 210010 408020 210010 108020 0860C0 001F00
0x94		1	9	0	0x07818	001F00 0060C0 308020 010010 008020 010010 308020 0060C0 001F00
0x95		1	9	0	0x07833	001F00 0060C0 408020 210010 108020 090010 008020 0060C0 001F00
0x96		2	7	1	0x0784E	08FFE0 100010 200020 400010 200020 100040 08FFB0
0x97		2	7	1	0x07863	01FFE0 400010 200020 100010 080020 000040 01FFB0
0x98		1	8	1	0x07878	000001 01C002 303C01 00038E 000070 000380 303C00 01C000
0x99		1	9	0	0x07890	00FF00 0300C0 C40020 080010 040020 080010 C40020 0300C0 00FF00
0x9A		2	7	1	0x078AB	07FF80 C00060 000010 000020 000010 C00060 07FF80
0x9B		1	8	1	0x078C0	003F80 004040 008020 010010 0EFFEE 010010 008020 0060C0
0x9C		1	8	1	0x078D8	002020 001010 0FEFE0 101010 082020 101010 080020 060010
0x9D		2	7	1	0x078F0	184200 072400 00C200 003DF0 00C200 072400 184200
0x9E		2	8	0	0x07905	17DFF0 082000 101000 082400 07C200 001DE0 000210 000420
0x9F		1	7	2	0x0791D	010006 008001 010002 BEFFFD 410000 808000 610000
0xA0		1	8	1	0x07932	0003C0 004420 008810 090420 108810 210460 40FB80 000070
0xA1		2	7	1	0x0794A	010010 088020 110010 20FFE0 400010 000020 000010
0xA2		1	9	0	0x0795F	001F00 0060C0 008020 090010 108020 210010 408020 0060C0 001F00
0xA3		2	7	1	0x0797A	01FFE0 000010 000020 080010 100020 200040 41FFB0
0xA4		2	7	1	0x0798F	11BFF0 204000 408000 310000 088000 110000 20FFF0
0xA5		2	7	1	0x079A4	233FF0 40C000 803000 600C00 100300 2000C0 43FF30
0xA6		1	8	1	0x079B9	003C10 044220 088110 104220 088110 104220 0FBC10 000320
0xA7		1	9	0	0x079D1	01F010 060C20 080210 100120 080210 100120 080210 060C20 01F010
0xA8		2	7	1	0x079EC	00003C 000042 008081 014F02 008001 000002 00001C
0xA9		2	7	1	0x07A01	003F00 004000 002000 004000 002000 004000 002000
0xAA		1	7	2	0x07A16	002000 004000 002000 004000 002000 004000 003F00
0xAB		1	9	0	0x06BF1	001000 002081 201102 402205 BF910A 002211 001122 0020C1 001000
0xAC		1	9	0	0x06C0C	001018 002024 2010C8 402104 BF9208 0025F7 001008 002004 001000
0xAD		4	3	3	0x06C27	008000 0143FF 008000
0xAE		1	7	2	0x07A2B	001800 006600 018180 061860 006600 018180 060060
0xAF		2	7	1	0x07A40	060060 018180 006600 061860 018180 006600 001800
0xB0		0	0	0	0x00000	
0xB1		0	0	0	0x00000	
0xB2		0	0	0	0x00000	
0xB3		0	0	0	0x00000	
0xB4		0	0	0	0x00000	
0xB5		0	0	0	0x00000	
0xB6		0	0	0	0x00000	
0xB7		0	0	0	0x00000	
0xB8		0	0	0	0x00000	
0xB9		0	0	0	0x00000	
0xBA		0	0	0	0x00000	
0xBB		0	0	0	0x00000	
0xBC		0	0	0	0x00000	
0xBD		0	0	0	0x00000	
0xBE		0	0	0	0x00000	
0xBF		0	0	0	0x00000	
0xC0		0	0	0	0x00000	
0xC1		0	0	0	0x00000	
0xC2		0	0	0	0x00000	
0xC3		0	0	0	0x00000	
0xC4		0	0	0	0x00000	
0xC5		0	0	0	0x00000	
0xC6		0	0	0	0x00000	
0xC7		0	0	0	0x00000	
0xC8		0	0	0	0x00000	
0xC9		0	0	0	0x00000	
0xCA		0	0	0	0x00000	
0xCB		0	0	0	0x00000	
0xCC		0	0	0	0x00000	
0xCD		0	0	0	0x00000	
0xCE		0	0	0	0x00000	
0xCF		0	0	0	0x00000	
0xD0		0	0	0	0x00000	
0xD1		0	0	0	0x00000	
0xD2		0	0	0	0x00000	
0xD3		0	0	0	0x00000	
0xD4		0	0	0	0x00000	
0xD5		0	0	0	0x00000	
0xD6		0	0	0	0x00000	
0xD7		0	0	0	0x00000	
0xD8		0	0	0	0x00000	
0xD9		0	0	0	0x00000	
0xDA		0	0	0	0x00000	
0xDB		0	0	0	0x00000	
0xDC		0	0	0	0x00000	
0xDD		0	0	0	0x00000	
0xDE		0	0	0	0x00000	
0xDF		0	0	0	0x00000	
0xE0		1	8	1	0x07A55	001FC0 006020 008010 010020 008040 007FA0 018010 000020
0xE1		2	7	1	0x07A6D	1FFFF8 200000 1000C0 202020 105010 0F8820 0007C0
0xE2		1	8	1	0x07A82	080010 100020 0FFFD0 100020 080010 100000 080000 170000
0xE3		1	8	1	0x07A9A	008000 010000 00FFF0 010000 008000 017FE0 008010 010020
0xE4		1	7	2	0x07AB2	100010 0E00E0 11C710 083820 100010 080020 1701D0
0xE5		1	9	0	0x06CEA	003F80 00C060 010010 008020 010010 00C060 013F80 008000 010000
0xE6		1	7	2	0x07AC7	01FFBF 000040 000020 000010 000020 000040 01FFB0
0xE7		1	8	1	0x07ADC	008000 010000 008000 017FE0 008010 010020 008040 010000
0xE8		1	7	2	0x07AF4	007C00 108210 090120 16FED0 090120 108210 007C00
0xE9		1	7	2	0x06D53	07DF80 182060 201010 102020 201010 182060 07DF80
0xEA		1	7	2	0x07B09	03F810 0C0620 1001D0 080000 1001D0 0C0620 03F810
0xEB		1	7	2	0x07B1E	001F80 206060 188010 264020 118010 206060 001F80
0xEC		1	7	2	0x07B33	00FE00 010100 008200 007C00 008200 010100 00FE00
0xED		1	8	1	0x07B48	003F86 00C058 0101A0 008610 011820 00A010 034060 0C3F80
0xEE		1	7	2	0x07B60	007780 008840 010420 020810 010420 020810 010420
0xEF		1	7	2	0x07B75	03FFF0 0C0000 100000 080000 100000 0C0000 03FFF0
