char_code	char	start	width	advance	glyph_ptr	glyph_data_hex
0x64	d	3	25	2	0x0CCB4	000F00 0030C0 000F00 0070E0 000000 00C030 000000 008010 000000 008010 000000 008010 000000 008010 200000 004020 202040 001080 3FEF70 000000 3FFFF0 000000 000010 000000 000010
0x65	e	4	22	4	0x0CCFF	000F00 001080 002B40 001480 006060 000400 004020 008410 000000 008410 000000 008410 000000 008410 000000 008410 004000 000420 006000 001C20 002040 001C00
0x66	f	6	20	4	0x0CD41	008010 000000 008010 000000 008010 0F7FE0 108010 0F7FE0 108010 200000 008010 200000 008010 200000 008010 280000 140000 080000 140000 080000
0x67	g	4	23	3	0x0CD7D	00000C 003812 0000C0 007D21 000040 004621 008040 000221 008040 000221 008040 000221 008040 000221 00C440 010021 007C40 020021 003812 02002C 018012 02000C 018000
0x68	h	3	25	2	0x0CDC2	200000 000010 200000 000010 3FFFE0 000010 3FFFE0 000010 002000 004010 000000 008000 000000 008000 000000 008000 000010 008000 004010 003FE0 004010 003FE0 000010 000000 000010
0x69	i	7	17	6	0x0CE0D	000010 008000 000010 008000 000010 108000 280010 10FFE0 280010 10FFE0 000010 000000 000010 000000 000010 000000 000010
0x6A	j	3	18	9	0x0CE40	000008 000014 00000A 000014 000009 000000 000001 008000 000001 008000 000001 008000 000003 108000 28000E 10FFF0 28000C 10FFF0
0x6B	k	3	25	2	0x0CE76	200010 000000 200010 000000 3FFFF0 000000 3FFFF0 000000 000210 000000 000410 000000 000A00 000400 009300 000080 00A110 0000C0 00C030 000040 008030 000000 008010 000000 000010
0x6C	l	6	19	5	0x80CEC1	
0x6D	m	3	25	2	0x0CEDF	008010 000000 00FFF0 000000 00FFF0 000000 004010 008000 000000 008000 004010 00BFE0 004010 003FE0 000010 004000 008000 000000 008010 004000 00BFF0 004000 003FF0 000000 000010
0x6E	n	2	25	3	0x0CF2A	008000 000010 008000 000010 00FFE0 000010 00FFE0 000010 002000 004010 000000 008000 000000 008000 000000 008000 000010 008000 004010 003FE0 004010 003FE0 000010 000000 000010
0x6F	o	3	23	4	0x0CF75	000F00 001080 002F40 001080 006060 000000 004020 008010 000000 008010 000000 008010 000000 008010 000000 008010 004020 000000 006060 001080 002F40 001080 000F00
0x70	p	3	24	3	0x0CFBA	008001 000000 008001 000000 00FFFF 000000 00DFBF 002040 000001 004020 000001 008010 000001 008010 000000 008010 000000 008010 004020 000000 0070E0 000F00 0030C0 000F00
0x71	q	4	24	2	0x0D002	000F00 0030C0 000F00 0070E0 000000 004020 008010 000000 008010 000000 008010 000001 008010 000001 004020 000001 002040 005FBF 000000 00FFFF 000000 000001 000000 000001
0x72	r	5	22	3	0x0D04A	008010 000000 008010 000000 00FFF0 000000 00FFF0 000000 001010 002000 004010 000000 004010 008000 000000 008000 000000 00A000 005000 002000 005000 002000
0x73	s	5	21	4	0x0D08C	0030F0 004800 003440 00C020 000C00 008220 000410 008200 000410 008200 000010 008600 000010 008600 004010 000600 006010 000320 00F0C0 000120 0000C0
0x74	t	4	22	4	0x0D0CB	008000 000000 008000 000000 008000 000000 0FFF80 000060 1FFF80 000070 008000 000010 008000 000010 008000 000010 008000 000010 008020 000000 000020 0000C0
0x75	u	2	25	3	0x0D10D	008000 000000 008000 000000 00FFC0 000020 00FFC0 000020 000010 000000 000010 000000 000010 000000 000010 008000 000020 008040 000000 00FFE0 000010 00FFE0 000010 000000 000010
0x76	v	2	24	4	0x0D158	008000 000000 008000 000000 00C000 002000 00D800 002400 009A00 000580 008240 0001A0 000050 000020 000040 000180 000200 008400 001800 00A000 004000 008000 000000 008000
0x77	w	2	25	3	0x0D1A0	008000 000000 00E000 001C00 00E300 001CC0 008330 000040 008080 000100 000200 000400 000800 001400 000A00 000500 000280 000140 008030 0000C0 008300 001C00 00E000 000000 008000
0x78	x	3	24	3	0x0D1EB	008010 000000 008010 000000 00C030 002000 00C050 003080 008800 001100 000C00 000200 000400 000B00 000080 001110 00A0C0 000030 00C040 000030 008000 000010 008000 000010
0x79	y	3	25	2	0x0D233	008000 000004 00800A 000004 00C00B 002004 00D001 002C00 009201 000D00 008282 000144 000098 000020 000040 000180 008200 000400 009800 002000 00C000 000000 008000 000000 008000
0x7A	z	5	19	6	0x0D27E	000010 000020 00F810 000060 00C090 000040 008190 000200 008110 000600 008810 000400 009810 002000 009010 006000 008030 004000 0081F0
0x7B	{	7	13	10	0x0D2B7	000800 000000 000800 000000 001C00 1FE3FC 201402 1FE3FC 600003 000000 400001 000000 400001
0x7C	|	13	3	14	0x80A5A9	
0x7D	}	10	13	7	0x0D2DE	400001 000000 400001 000000 600003 1FE3FC 201402 1FE3FC 001C00 000000 000800 000000 000800
0x7E	~	5	19	6	0x0D305	300000 400000 200000 C00000 000000 C00000 000000 C00000 200000 500000 200000 180000 000000 180000 000000 180000 200000 100000 600000
0x7F		0	0	0	0x00000	
0x80	Ç	3	24	3	0x0D33E	007800 018600 027900 058680 020100 0C00C0 000000 080040 100021 000000 100021 000018 100021 000018 100021 00000C 100023 000044 080002 000040 0C0080 000000 1F8300 000400
0x81	ü	2	25	3	0x0D386	008000 000000 008000 000000 10FFC0 280020 10FFC0 280020 100010 000000 000010 000000 000010 000000 000010 008000 100020 288040 100000 28FFE0 100010 00FFE0 000010 000000 000010
0x82	é	4	22	4	0x0D3D1	000F00 001080 002B40 001480 006060 000400 044020 008410 080000 008410 180000 008410 100000 208410 100000 608410 004000 600420 006000 001C20 002040 001C00
0x83	â	4	25	1	0x0D413	0000C0 000120 0820C0 005320 102010 00D200 302410 008000 200410 408000 200410 408000 200420 008000 300820 00C040 103F80 004020 083FD0 000020 000010 000000 000010 000020 000040
0x84	ä	4	25	1	0x0D45E	0000C0 000120 1020C0 285320 102010 28D200 102410 008000 000410 008000 000410 008000 000420 008000 100820 28C040 103F80 284020 103FD0 000020 000010 000000 000010 000020 000040
0x85	à	4	25	1	0x0D4A9	0000C0 000120 0020C0 005320 602010 00D200 602410 108000 200410 108000 000410 188000 000420 088000 000820 04C040 003F80 004020 003FD0 000020 000010 000000 000010 000020 000040
0x86	å	4	25	1	0x0D4F4	0000C0 000120 0020C0 005320 002010 30D200 482410 308000 CC0410 008000 840410 008000 840420 008000 CC0820 30C040 483F80 304020 003FD0 000020 000010 000000 000010 000020 000040
0x87	ç	4	22	4	0x0D53F	000E00 001100 002E80 001100 0060C0 000000 00C060 000001 008020 000001 008038 000001 008038 000001 00802C 000003 008024 002042 005000 002040 005080 002100
0x88	ê	4	22	4	0x0D581	000F00 001080 002B40 081480 006060 100400 004020 308410 000000 208410 400000 208410 400000 208410 000000 308410 004000 100420 006000 081C20 002040 001C00
0x89	ë	4	22	4	0x0D5C3	000F00 001080 002B40 101480 286060 100400 284020 108410 000000 008410 000000 008410 000000 008410 000000 108410 284000 100420 286000 101C20 002040 001C00
0x8A	è	4	22	4	0x0D605	000F00 001080 002B40 001480 606060 000400 604020 108410 200000 108410 000000 188410 000000 088410 000000 048410 004000 000420 006000 001C20 002040 001C00
0x8B	ï	7	17	6	0x0D647	100010 288000 100010 288000 100010 008000 000010 00FFE0 000010 00FFE0 000010 000000 100010 280000 100010 280000 100010
0x8C	î	7	17	6	0x0D67A	080010 008000 100010 008000 300010 008000 200010 40FFE0 200010 40FFE0 200010 000000 300010 000000 100010 000000 080010
0x8D	ì	7	17	6	0x0D6AD	000010 608000 000010 608000 100010 208000 100010 00FFE0 180010 00FFE0 080010 000000 040010 000000 000010 000000 000010
0x8E	Ä	2	26	2	0x0D6E0	000010 000000 000010 000060 000090 400300 A00C10 401200 A06000 408200 030000 040200 180000 040200 1B0000 04C200 033000 40CA10 A03400 400990 A00660 400190 000060 000010 000000 000010
0x8F	Å	2	26	2	0x0D72E	000010 000000 000010 000060 000090 000300 000C10 301200 486000 308200 CF0000 000200 840000 000200 870000 00C200 CF3000 30CA10 483400 300990 000660 000190 000060 000010 000000 000010
0x90	É	3	23	4	0x0D77C	040010 000000 040010 000000 07FFF0 000000 07F7F0 000800 0C0010 000800 140010 000800 340010 001C00 240010 407F00 240010 C00000 040010 C00000 060030 000000 07C1F0
0x91	æ	2	25	3	0x0D7C1	0000C0 002120 0052C0 00A130 000600 008010 000400 008010 000400 008010 004420 003BC0 004420 001B80 006460 000000 00C430 000000 008410 000000 008410 004000 003C20 004000 003C40
0x92	Æ	1	26	3	0x0D80C	000010 000000 000010 000060 000090 000300 000C10 001200 006000 008200 030000 0C0200 100010 000200 1FFDF0 000000 0FEFE0 101010 000000 101010 000000 101010 000000 187C30 000000 1E00F0
0x93	ô	3	23	4	0x0D85A	000F00 001080 002F40 081080 006060 100000 004020 308010 000000 208010 400000 208010 400000 208010 000000 308010 004020 100000 006060 081080 002F40 001080 000F00
0x94	ö	3	23	4	0x0D89F	000F00 001080 002F40 101080 286060 100000 284020 108010 000000 008010 000000 008010 000000 008010 000000 108010 284020 100000 286060 101080 002F40 001080 000F00
0x95	ò	3	23	4	0x0D8E4	000F00 001080 002F40 001080 606060 000000 604020 108010 200000 108010 000000 188010 000000 088010 000000 048010 004020 000000 006060 001080 002F40 001080 000F00
0x96	û	2	25	3	0x0D929	008000 000000 008000 000000 08FFC0 000020 10FFC0 000020 300010 000000 200010 400000 200010 400000 200010 008000 300020 008040 100000 00FFE0 080010 00FFE0 000010 000000 000010
0x97	ù	2	25	3	0x0D974	008000 000000 008000 000000 00FFC0 600020 00FFC0 600020 100010 200000 100010 000000 180010 000000 080010 008000 040020 008040 000000 00FFE0 000010 00FFE0 000010 000000 000010
0x98	ÿ	3	25	2	0x0D9BF	008000 000004 00800A 000004 00C00B 102004 28D001 102C00 289201 100D00 008282 000144 000098 000020 000040 000180 008200 100400 289800 102000 28C000 100000 008000 000000 008000
0x99	Ö	2	25	3	0x0DA0A	003C00 00C300 413C80 A2C340 410080 A60060 400000 040020 080010 000000 080010 000000 080010 000000 080010 000000 080010 040020 400000 A60060 410080 A2C340 413C80 00C300 003C00
0x9A	Ü	2	25	3	0x0DA55	040000 000000 040000 03FF00 0400C0 43FF00 A400E0 400000 A40030 400000 000010 000000 000010 000000 000010 000000 000010 400020 A40000 400020 A400C0 43FF00 040000 000000 040000
0x9B	¢	4	22	4	0x0DAA0	000F00 001080 002F40 001080 006060 000000 00C030 000000 008010 000000 008010 077FEF 008010 000000 008010 000000 008010 002020 005000 002020 005040 002080
0x9C	£	3	25	2	0x0AEC4	000040 0020A0 000110 002000 000110 032000 048110 0B6000 048130 087040 100CA0 003340 100C80 002360 100000 002030 100000 002030 140000 0A2030 040000 0A0060 040000 0000C0 000100
0x9D	¥	1	27	2	0x0AF0F	100000 000000 100000 001200 180000 041200 1A0000 051210 128000 015210 10A000 005210 002DE0 001210 000DE0 001210 002000 005210 108000 011210 120000 041200 180000 001200 100000 000000 100000
0x9E	₧	1	28	1	0x0DAE2	100010 000000 100010 0FFFE0 100010 0FF7E0 100810 000000 100810 000000 181810 000000 0FF000 000000 07E000 000000 008000 000000 008000 0F7FC0 000020 1FFFD0 000020 008010 000000 008010 000020 0000C0
0x9F	ƒ	3	23	4	0x0DB36	000004 00000A 000004 00000A 008005 000000 008001 000000 008003 000004 1FFFFA 200004 5FFFF8 200000 C08000 000000 808000 000000 A08000 500000 200000 500000 200000
0xA0	á	4	25	1	0x0DB7B	0000C0 000120 0020C0 005320 002010 00D200 002410 048000 000410 088000 000410 188000 000420 108000 200820 10C040 603F80 004020 603FD0 000020 000010 000000 000010 000020 000040
0xA1	í	7	17	6	0x0DBC6	000010 008000 000010 048000 000010 088000 000010 18FFE0 000010 10FFE0 200010 100000 600010 000000 600010 000000 000010
0xA2	ó	3	23	4	0x0DBF9	000F00 001080 002F40 001080 006060 000000 004020 048010 000000 088010 000000 188010 000000 108010 200000 108010 604020 000000 606060 001080 002F40 001080 000F00
0xA3	ú	2	25	3	0x0DC3E	008000 000000 008000 000000 00FFC0 000020 00FFC0 000020 040010 000000 080010 000000 180010 000000 100010 208000 100020 608040 000000 60FFE0 000010 00FFE0 000010 000000 000010
0xA4	ñ	2	25	3	0x0DC89	008000 000010 008000 000010 08FFE0 100010 00FFE0 300010 002000 204010 000000 308000 000000 188000 000000 088000 000010 188000 004010 103FE0 204010 003FE0 000010 000000 000010
0xA5	Ñ	3	24	3	0x0DCD4	040010 000000 040010 23FFE0 440010 010000 C28010 014000 808010 006000 C01000 002800 601400 000A00 200400 040300 600080 040140 4000A0 840000 03FFF0 040000 000000 040000
0xA6	ª	4	25	1	0x0DD1C	000C10 001200 020C10 053200 020110 0D2000 024110 080000 004110 080000 004110 080000 004210 080000 008210 0C0400 03F810 040200 03FD10 000200 000110 000000 000110 000200 000410
0xA7	º	3	23	4	0x0DD67	00F010 010800 02F410 010800 060610 000000 040210 080100 000010 080100 000010 080100 000010 080100 000010 080100 040210 000000 060610 010800 02F410 010800 00F010
0xA8	¿	4	21	5	0x0B28A	000018 000024 000018 000066 000000 000042 000081 000000 000081 010100 028201 010C00 028001 010000 000001 000002 000008 000016 000008 000014 000008
0xA9	⌐	6	19	5	0x80DDAC	
0xAA	¬	5	19	6	0x80DDCA	
0xAB	½	3	23	4	0x0DDE8	001000 000000 001000 000000 001083 008104 401083 00830C 401003 008218 FF1003 008210 FF1023 008210 001023 008340 0010A3 008140 001087 000000 001000 000000 001000
0xAC	¼	3	23	4	0x0DE2D	000800 000000 000808 000010 000828 004000 400848 004080 400809 004100 FF8A09 004000 FF8BFF 004000 000BFF 004000 000809 004000 000809 000000 000800 000000 000800
0xAD	¡	12	5	13	0x0B3A1	00800E 014071 00878E 014071 00800E
0xAE	«	2	25	3	0x80DE72	
0xAF	»	3	25	2	0x80DE99	
0xB0		0	0	0	0x00000	
0xB1		0	0	0	0x00000	
0xB2		0	0	0	0x00000	
0xB3		0	0	0	0x00000	
0xB4		0	0	0	0x00000	
0xB5		0	0	0	0x00000	
0xB6		0	0	0	0x00000	
0xB7		0	0	0	0x00000	
0xB8		0	0	0	0x00000	
0xB9		0	0	0	0x00000	
0xBA		0	0	0	0x00000	
0xBB		0	0	0	0x00000	
0xBC		0	0	0	0x00000	
0xBD		0	0	0	0x00000	
0xBE		0	0	0	0x00000	
0xBF		0	0	0	0x00000	
0xC0		0	0	0	0x00000	
0xC1		0	0	0	0x00000	
0xC2		0	0	0	0x00000	
0xC3		0	0	0	0x00000	
0xC4		0	0	0	0x00000	
0xC5		0	0	0	0x00000	
0xC6		0	0	0	0x00000	
0xC7		0	0	0	0x00000	
0xC8		0	0	0	0x00000	
0xC9		0	0	0	0x00000	
0xCA		0	0	0	0x00000	
0xCB		0	0	0	0x00000	
0xCC		0	0	0	0x00000	
0xCD		0	0	0	0x00000	
0xCE		0	0	0	0x00000	
0xCF		0	0	0	0x00000	
0xD0		0	0	0	0x00000	
0xD1		0	0	0	0x00000	
0xD2		0	0	0	0x00000	
0xD3		0	0	0	0x00000	
0xD4		0	0	0	0x00000	
0xD5		0	0	0	0x00000	
0xD6		0	0	0	0x00000	
0xD7		0	0	0	0x00000	
0xD8		0	0	0	0x00000	
0xD9		0	0	0	0x00000	
0xDA		0	0	0	0x00000	
0xDB		0	0	0	0x00000	
0xDC		0	0	0	0x00000	
0xDD		0	0	0	0x00000	
0xDE		0	0	0	0x00000	
0xDF		0	0	0	0x00000	
0xE0	α	4	24	2	0x0DEC0	000780 001840 002780 001860 006000 000030 00C000 000010 008000 000010 008000 000030 008000 000020 004040 000000 007FC0 000020 00FFC0 000030 000000 000010 000000 000020
0xE1	ß	3	23	4	0x0DF08	000008 000000 03FFF8 0C0000 13FFF8 0C0000 300000 000000 200000 000000 2000C0 004120 200080 004010 200000 004010 300000 08E010 170020 08B840 0707A0 001840 000780
0xE2	Γ	4	22	4	0x0DF4D	100010 000000 100010 000000 1FFFF0 000000 0FFFE0 100010 000000 100010 000000 100010 000000 100010 000000 100000 000000 100000 000000 180000 000000 1F0000
0xE3	π	2	25	3	0x0DF8F	008000 000000 008000 000000 008000 007FF0 008000 007FF0 008000 000000 008000 000000 008000 000000 008000 007FC0 008020 007FD0 008020 000010 008000 000010 008000 000020 008040
0xE4	Σ	3	23	4	0x0E000	100030 000000 180070 000000 1C00B0 020100 140030 030200 108430 010000 10C830 003000 104030 002000 100030 000000 100030 000000 100030 000000 180070 000000 1F03F0
0xE5	σ	3	26	1	0x0E045	000F00 001080 002F40 001080 006060 000000 004020 008010 000000 008010 000000 008010 000000 008010 000000 00C030 000000 00E060 001080 00AF40 001080 008F00 000000 008000 000000 008000
0xE6	µ	2	26	2	0x0E093	008001 000000 008001 000000 00FFFF 000000 00FFBF 000040 000021 000000 000011 000000 000010 000000 000010 008000 000020 008040 000000 00FFE0 000000 00FFF0 000000 000010 000000 000020
0xE7	τ	3	23	4	0x0E0E1	008000 000000 008000 000000 008000 000000 008000 000000 00FFC0 000020 00FFC0 000030 008000 000010 008000 000010 008000 000010 008000 000020 008040 000000 008000
0xE8	Φ	2	25	3	0x0E126	003800 00C600 003800 014500 008200 010100 120090 000000 120090 000000 120090 0DFF60 120090 0DFF60 120090 000000 120090 000000 120090 010100 008200 014500 003800 00C600 003800
