char_code	char	start	width	advance	glyph_ptr	glyph_data_hex
0xC3		5	7	0	0x12D8C	FFEFFF 001000 000800 001000 000800 001000 000800
0xC4		0	12	0	0x12DA7	001000 000800 001000 000800 001000 000800 001000 000800 001000 000800 001000 000800
0xC5		0	12	0	0x12DD1	001000 000800 001000 000800 001000 FFEFFF 001000 000800 001000 000800 001000 000800
0xC6		5	7	0	0x12DFB	FFBBFF 004400 002200 004400 002200 004400 002200
0xC7		4	8	0	0x12E16	FFFFFF 000000 FFF7FF 000800 001000 000800 001000 000800
0xC8		4	8	0	0x12E34	FFFC00 000200 FFC400 002200 004400 002200 004400 002200
0xC9		4	8	0	0x12E52	005FFF 002000 0045FF 002200 004400 002200 004400 002200
0xCA		0	12	0	0x12E70	004400 002200 004400 002200 FFC400 000200 FFC400 002200 004400 002200 004400 002200
0xCB		0	12	0	0x12E9A	004400 002200 004400 002200 0045FF 002000 0045FF 002200 004400 002200 004400 002200
0xCC		4	8	0	0x12EC4	FFFFFF 000000 FFC5FF 002200 004400 002200 004400 002200
0xCD		0	12	0	0x12EE2	004400 002200 004400 002200 004400 002200 004400 002200 004400 002200 004400 002200
0xCE		0	12	0	0x12F0C	004400 002200 004400 002200 FFC5FF 000000 FFC5FF 002200 004400 002200 004400 002200
0xCF		0	12	0	0x12F36	004400 002200 004400 002200 004400 FFA200 004400 002200 004400 002200 004400 002200
0xD0		0	12	0	0x12F60	001000 000800 001000 000800 FFF000 000800 FFF000 000800 001000 000800 001000 000800
0xD1		0	12	0	0x12F8A	004400 002200 004400 002200 004400 0023FF 004400 002200 004400 002200 004400 002200
0xD2		0	12	0	0x12FB4	001000 000800 001000 000800 0017FF 000800 0017FF 000800 001000 000800 001000 000800
0xD3		4	8	0	0x12FDE	FFF000 000800 FFF000 000800 001000 000800 001000 000800
0xD4		5	7	0	0x12FFC	FFBA00 004400 002200 004400 002200 004400 002200
0xD5		5	7	0	0x13017	003BFF 004400 002200 004400 002200 004400 002200
0xD6		4	8	0	0x13032	0017FF 000800 0017FF 000800 001000 000800 001000 000800
0xD7		0	12	0	0x13050	001000 000800 001000 000800 FFF7FF 000800 FFF7FF 000800 001000 000800 001000 000800
0xD8		0	12	0	0x1307A	004400 002200 004400 002200 004400 FFBBFF 004400 002200 004400 002200 004400 002200
0xD9		0	6	6	0x130A4	001000 000800 001000 000800 001000 FFE800
0xDA		5	7	0	0x130B6	000FFF 001000 000800 001000 000800 001000 000800
0xDB		0	12	0	0x130D1	555555 AAAAAA 555555 AAAAAA 555555 AAAAAA 555555 AAAAAA 555555 AAAAAA 555555 AAAAAA
0xDC		0	12	0	0x130FB	000155 0000AA 000155 0000AA 000155 0000AA 000155 0000AA 000155 0000AA 000155 0000AA
0xDD		0	6	6	0x13125	555555 AAAAAA 555555 AAAAAA 555555 AAAAAA
0xDE		6	6	0	0x13137	555555 AAAAAA 555555 AAAAAA 555555 AAAAAA
0xDF		0	12	0	0x1314F	555400 AAAA00 555400 AAAA00 555400 AAAA00 555400 AAAA00 555400 AAAA00 555400 AAAA00
0xE0	α	0	0	0	0x00000	
0xE1	ß	0	0	0	0x00000	
0xE2	Γ	0	0	0	0x00000	
0xE3	π	0	0	0	0x00000	
0xE4	Σ	0	0	0	0x00000	
0xE5	σ	0	0	0	0x00000	
0xE6	µ	0	0	0	0x00000	
0xE7	τ	0	0	0	0x00000	
0xE8	Φ	0	0	0	0x00000	
0xE9	Θ	0	0	0	0x00000	
0xEA	Ω	0	0	0	0x00000	
0xEB	δ	0	0	0	0x00000	
0xEC	∞	0	0	0	0x00000	
0xED	φ	0	0	0	0x00000	
0xEE	ε	0	0	0	0x00000	
0xEF	∩	0	0	0	0x00000	
0xF0		0	9	3	0x13179	008880 011100 008880 011100 008880 011100 008880 011100 008880
0xF1		0	9	3	0x13194	004010 008020 004010 008020 1F7E10 008020 004010 008020 004010
0xF2		1	7	4	0x131AF	000010 100220 080410 040820 021010 012020 00C010
0xF3		1	7	4	0x131C4	00C010 012020 021010 040820 080410 100220 000010
0xF4		4	5	3	0x131D9	7FFFFF 800000 400000 800000 700000
0xF5		0	5	7	0x131E8	00000E 000001 000002 000001 FFFFFE
0xF6		0	9	3	0x131F7	001000 002000 001000 042080 0A1140 042080 001000 002000 001000
0xF7		0	9	3	0x13212	008200 010400 020800 010400 008200 004100 002080 004100 008200
0xF8		2	5	5	0x05C20	380000 440000 820000 440000 380000
0xF9		2	5	5	0x1322D	002800 005400 00AA00 005400 002800
0xFA		4	3	5	0x1323C	002800 001000 002800
0xFB		0	9	3	0x13245	000380 001C00 000380 00007C 007F80 3F8000 400000 200000 400000
0xFC		0	6	6	0x13260	DFC000 200000 400000 800000 400000 3FC000
0xFD		0	7	5	0x13272	204000 408000 814000 428000 844000 488000 304000
0xFE		1	7	4	0x13287	155550 0AAAA0 155550 0AAAA0 155550 0AAAA0 155550
0xFF		0	9	3	0x1329C	0000D0 000720 007810 038020 1C0010 038020 007810 000720 0000D0
