char_code	char	start	width	advance	glyph_ptr	glyph_data_hex
0x32	2	5	19	6	0x16DCA	030070 040080 0B0170 040080 100330 080000 100630 200000 100830 200400 101030 200800 101030 082000 101030 044000 0BA030 044000 038030
0x33	3	5	20	5	0x16E03	000180 060040 080180 060020 100040 080020 300010 000020 303010 000020 103010 200020 003010 300020 007010 188860 075000 0887A0 070840 000780
0x34	4	4	23	3	0x16E3F	000300 000400 000B00 001400 000B00 003000 004300 00A000 014300 008000 030300 040000 0A0300 040000 100300 2FFCF0 000300 3FFCF0 000300 000000 000300 000000 000300
0x35	5	5	20	5	0x16E84	000180 007040 078180 387020 078040 386020 000010 304020 008010 304020 008010 304020 008010 304020 002040 304020 001080 302F40 001080 000F00
0x36	6	5	20	5	0x16EC0	00FE00 030100 04EE80 0B1140 044080 102020 084040 108030 204000 108030 200000 10C030 000000 30C030 002040 184020 041080 082F40 041080 000F00
0x37	7	5	19	6	0x16EFC	300000 000000 300000 000000 300000 000000 3000F0 000700 3018F0 002700 30D800 012000 32C000 050000 320000 0C0000 300000 080000 300000
0x38	8	4	21	5	0x16F35	000780 070840 088780 071820 104040 08A020 105010 202020 104010 202020 104010 202020 104010 202020 105010 08A020 104040 071820 088780 070840 000780
0x39	9	5	20	5	0x16F74	03C000 042080 0BD040 042080 100860 081000 100830 200400 100030 200C00 000030 300C00 000030 380840 001020 180880 062340 09DC80 060300 01FC00
0x3A	:	11	7	12	0x8140D2	
0x3B	;	11	7	12	0x140DE	01C071 000000 01C073 000004 01C07A 000004 01C078
0x3C	<	7	15	8	0x16FB0	001000 000000 002800 001000 006C00 000000 00C600 000000 018300 000000 030180 000000 0600C0 000000 0C0060
0x3D	=	5	19	6	0x816FDD	
0x3E	>	8	15	7	0x16FFB	0C0060 000000 0600C0 000000 030180 000000 018300 000000 00C600 000000 006C00 001000 002800 000000 001000
0x3F	?	5	19	6	0x17028	030000 0C0000 030000 1C0000 000000 180000 200000 100070 200C00 101070 202C00 101070 204000 182000 008000 1C4000 030000 0C8000 030000
0x40	@	2	25	3	0x17061	007C00 018300 027C80 018340 040080 020060 0C0000 003C60 0C4210 103C20 08C110 100220 098110 100200 098430 107A00 090030 10FF00 080030 040300 080030 030600 04F860 030400 00F800
0x41	A	2	25	3	0x170AC	000030 000040 0001B0 000240 000D80 001200 006C00 009200 036400 048200 1B0400 240200 180400 240200 1B0400 048200 036400 009200 006C00 001200 000D80 000240 0001B0 000040 000030
0x42	B	5	22	3	0x170F7	3FFFF0 000000 3FEFD0 001020 102010 201020 102010 201020 102010 201020 102010 201020 102010 205020 182010 005860 188000 075860 088480 070B40 000480 000300
0x43	C	4	22	4	0x17139	00FC00 030300 04FC80 0B0340 040080 180060 000000 180060 200010 100020 200010 100020 200010 100020 200010 100020 080040 100020 040080 0B0340 040080 030300
0x44	D	5	22	3	0x1717B	3FFFF0 000000 1FFFE0 200010 100020 200010 100020 200010 100020 200010 100020 200010 100020 200010 180060 000000 180060 040080 0B0340 04FC80 030300 00FC00
0x45	E	6	20	4	0x171BD	3FFFF0 000000 2FDFD0 102020 201010 102020 201010 102020 200010 103020 200010 103020 000000 303030 000000 303030 000000 303030 000000 300030
0x46	F	6	21	3	0x171F9	3FFFF0 000000 3FEFF0 001000 300000 003000 300000 003000 300000 003000 300000 003000 300000 003000 300000 003000 300000 003000 300000 000000 300000
0x47	G	3	23	4	0x17238	00FC00 030300 04FC80 0B0340 040080 180060 000000 180060 200010 100020 200010 100020 200010 100020 201810 100020 201840 180020 0018C0 140000 0B1FF0 040000 031FF0
0x48	H	4	22	4	0x1727D	3FFFF0 000000 3FEFF0 001000 002000 001000 002000 001000 002000 001000 002000 001000 002000 001000 002000 001000 002000 001000 002000 3FDFF0 000000 3FFFF0
0x49	I	6	17	7	0x172BF	300030 000000 300030 000000 300030 000000 300030 0FFFC0 300030 0FFFC0 300030 000000 300030 000000 300030 000000 300030
0x4A	J	3	20	7	0x172F2	000380 000040 000320 000080 000060 000010 000020 000010 000020 000010 000020 000010 000020 000010 000060 000000 0000E0 3FFF00 0000C0 3FFF00
0x4B	K	6	22	2	0x1732E	3FFFF0 000000 3FFFF0 000000 001800 002000 001000 006000 008000 005000 01A800 021000 010C00 060200 080500 040280 180100 2000C0 100020 200050 000020 000010
0x4C	L	7	19	4	0x817370	
0x4D	M	3	23	4	0x1738E	3FFFF0 000000 2BFFF0 140000 090000 068000 014000 00B000 004800 003400 000A00 000400 000A00 003400 004800 00B000 014000 068000 090000 140000 2BFFF0 000000 3FFFF0
0x4E	N	4	21	5	0x173D3	3FFFF0 000000 17FFF0 280000 140000 0A0000 050000 028000 014000 00A000 005000 002800 001400 000A00 000500 000280 000140 0000A0 3FFF50 000000 3FFFF0
0x4F	O	2	25	3	0x17412	00FC00 030300 04FC80 0B0340 040080 180060 000000 180060 200010 100020 200010 100020 200010 100020 200010 100020 200010 180060 000000 180060 040080 0B0340 04FC80 030300 00FC00
0x50	P	5	22	3	0x1745D	3FFFF0 000000 2FEFF0 101000 200800 101000 200800 101000 200800 101000 200800 101000 200800 101000 200800 183000 000000 183000 044000 0BA000 044000 038000
0x51	Q	2	25	3	0x1749F	00FC00 030300 04FC80 0B0340 040080 180060 000000 180060 200010 100020 200010 100220 200410 100120 200210 1001A0 200050 1800A0 000040 180020 0400D0 0B0320 04FC98 030304 00FC08
0x52	R	4	23	3	0x174EA	3FFFF0 000000 3FFFF0 000000 303000 000000 103000 200000 103000 200000 103000 200000 103000 200800 103400 200A00 186500 000280 1CE140 0300A0 0CC050 030020 000010
0x53	S	3	23	4	0x1752F	000300 0700C0 088300 0740E0 188000 006060 180010 206020 101010 202020 101010 202020 101010 202020 101010 202020 181810 000020 181840 060420 080B80 060440 000380
0x54	T	3	23	4	0x817574	
0x55	U	4	22	4	0x17598	3FFF00 000080 3FFF40 000080 000020 000040 000020 000010 000020 000000 000030 000000 000010 000020 000010 000020 000040 000020 000080 3FFF40 000080 3FFF00
0x56	V	2	25	3	0x175DA	300000 080000 360000 090000 06C000 012000 00D800 002400 001B00 000480 000360 000090 000060 000090 000360 000480 001B00 002400 00D800 012000 06C000 090000 360000 080000 300000
0x57	W	2	25	3	0x17625	3C0000 03C000 3C3C00 03C380 003C70 000380 000030 0006C0 001900 002600 00D800 032000 00C000 032000 00D800 002600 001900 0006C0 000030 000380 003C70 03C380 3C3C00 03C000 3C0000
0x58	X	2	25	3	0x17670	000010 000020 200050 1000A0 280140 140080 080300 060400 010A00 029400 014800 00B000 004000 00B000 014800 029400 010A00 060400 080300 140080 280140 1000A0 200050 000020 000010
0x59	Y	2	25	3	0x176BB	200000 100000 280000 140000 0A0000 050000 028000 014000 00A000 005000 002800 0017F0 000800 0017F0 002800 005000 00A000 014000 028000 050000 0A0000 140000 280000 100000 200000
0x5A	Z	4	21	5	0x17706	000030 000040 3000B0 000140 3000B0 000300 300430 000A00 301430 000800 303030 004000 30A030 014000 308030 030000 340030 0A0000 340030 080000 300030
0x5B	[	10	11	9	0x817745	
0x5C	\	2	25	3	0x14969	800000 400000 A00000 500000 280000 140000 0A0000 050000 028000 014000 00A000 005000 002800 001400 000A00 000500 000280 000140 0000A0 000050 000028 000014 00000A 000004 000002
0x5D	]	8	11	11	0x817757	
0x5E	^	5	19	6	0x809D03	
0x5F	_	0	29	1	0x817769	
0x60	`	11	7	12	0x149FF	F80000 040000 FA0000 040000 E30000 000000 E10000
0x61	a	4	23	3	0x17796	000180 000240 00C5A0 000240 014820 008410 010820 021010 010820 021010 010820 021010 000820 031000 000860 031000 008040 017F80 008030 007FC0 000030 000000 000030
0x62	b	5	22	3	0x177DB	7FFFF0 000000 7FFFF0 000000 00C0C0 010020 008040 010020 020010 010020 020010 010020 020010 010020 020010 018060 000000 018060 006180 009E40 006180 001E00
0x63	c	4	22	4	0x1781D	001E00 006180 001E00 00A140 004080 018060 000000 018060 020010 010020 020010 010020 020010 010020 020010 010020 020050 018020 000040 0141A0 008040 004180
0x64	d	3	22	5	0x1785F	001E00 006180 009E40 006180 018060 000000 018060 020010 010020 020010 010020 020010 010020 020010 010020 008040 010020 00C0C0 000000 7FFFF0 000000 7FFFF0
0x65	e	3	23	4	0x178A1	001E00 006180 009E40 002180 01CC60 000000 018C60 020010 010C20 020010 010C20 020010 010C20 020010 010C20 020010 018C20 000010 01CC60 002000 009CE0 006000 001CC0
0x66	f	4	23	3	0x178E6	018000 000000 018000 000000 018000 000000 018000 0E7FF0 318000 0E7FF0 318000 400000 218000 400000 218000 400000 218000 400000 218000 400000 300000 000000 300000
0x67	g	5	21	4	0x1792B	003C08 004204 00BD0A 004200 018186 000001 018182 020041 010082 020040 010083 000000 0300C1 000002 018181 000006 00C300 00000E 03FFF0 00000C 03FFF0
0x68	h	5	21	4	0x1796A	7FFFF0 000000 7FBFF0 004000 002000 00C000 000000 018000 000000 030000 000000 030000 000000 020000 010000 020000 018000 000000 017FF0 008000 007FF0
0x69	i	8	11	11	0x8179A9	
0x6A	j	4	18	8	0x179BB	000018 000004 00001A 000000 000006 030001 000002 030001 000002 030001 000002 030001 000006 030000 70000E 03FFF0 70000C 03FFF0
0x6B	k	6	21	3	0x179F1	7FFFF0 000000 7FFFF0 000000 000C00 000000 001800 000000 003800 000400 006800 000600 00C100 000200 018180 000040 030080 000060 020010 000020 000010
0x6C	l	8	11	11	0x817A30	
0x6D	m	2	25	3	0x17A42	03FFF0 000000 033FF0 00C000 000000 018000 000000 030000 000000 030000 008000 017FF0 008000 003FF0 00C000 000000 018000 000000 030000 000000 030000 008000 017FF0 008000 007FF0
0x6E	n	5	20	5	0x17A8D	03FFF0 000000 03FFF0 000000 00C000 000000 018000 000000 010000 020000 010000 020000 000000 030000 000000 030000 008000 017FF0 008000 007FF0
0x6F	o	3	24	3	0x17AC9	001E00 006180 009E40 002100 01C0E0 000000 018060 000000 030030 000000 020020 010010 000000 030030 000000 030030 000000 018060 000000 01C0E0 002100 009E40 006180 001E00
0x70	p	5	22	3	0x17B11	03FFFF 000000 03FFFF 000000 00C0C0 010020 008040 010020 020010 010020 020010 010020 020010 010020 020010 018060 000000 018060 006180 009E40 006180 001E00
0x71	q	3	22	5	0x17B53	001E00 006180 009E40 006180 018060 000000 018060 020010 010020 020010 010020 020010 010020 020010 010020 008040 010020 00C0C0 000000 03FFFF 000000 03FFFF
0x72	r	8	19	3	0x17B95	03FFF0 000000 03AFF0 005000 002000 00C000 000000 018000 000000 010000 020000 010000 020000 000000 030000 000000 038000 000000 018000
0x73	s	4	22	4	0x17BCE	000080 006040 0090A0 016000 009860 010010 021820 010010 020C20 010000 020C30 010000 000C10 030020 000C10 030020 008610 014060 000600 00C1A0 000240 000180
0x74	t	3	23	4	0x17C10	030000 000000 030000 000000 030000 000000 3FFF80 000040 3FFFA0 000040 030030 000000 030030 000000 030030 000000 030030 000000 030030 000040 0000A0 000040 000080
0x75	u	5	20	5	0x17C55	03FF00 0000C0 03FF20 0000C0 000020 000050 000020 000010 000020 000010 000020 000010 000020 000040 000020 0000C0 000000 03FFF0 000000 03FFF0
0x76	v	3	23	4	0x17C91	020000 010000 02C000 012000 00D000 002C00 001200 000D00 0002C0 000120 0000D0 000020 0000D0 000120 0002C0 000D00 001200 002C00 00D000 012000 02C000 010000 020000
0x77	w	2	25	3	0x17CD6	030000 00E000 031800 00E700 0018C0 000730 000040 0001B0 000240 000580 001A00 002400 001800 002400 001A00 000580 000240 0001B0 000040 000730 0018C0 00E700 031800 00E000 030000
0x78	x	3	23	4	0x17D21	000010 000020 020010 010060 028080 010040 00C180 002200 005100 002600 000800 001400 000800 002600 005100 002200 00C180 010040 028080 010060 020010 000020 000010
0x79	y	4	23	3	0x17D66	020000 010000 028003 014000 00B003 004800 003403 000A04 00050A 000294 000168 000090 000160 000280 000500 000A00 003400 004800 00B000 014000 028000 010000 020000
0x7A	z	5	20	5	0x17DAB	000030 030040 000010 0300E0 000110 0300A0 000310 030420 000210 030C20 001000 030830 003000 014030 022000 01C030 020000 008030 030000 000030
0x7B	{	8	15	7	0x15185	001800 000000 001800 000000 003C00 3FC3FC 402402 3FC3FC C00003 000000 C00003 000000 C00003 000000 C00003
0x7C	|	13	3	14	0x8151B2	
0x7D	}	7	15	8	0x151B8	C00003 000000 C00003 000000 C00003 000000 C00003 3FC3FC 402402 3FC3FC 003C00 000000 001800 000000 001800
0x7E	~	4	22	4	0x17DE7	100000 200000 500000 200000 C00000 000000 C00000 000000 C00000 000000 600000 100000 200000 180000 000000 180000 000000 180000 200000 500000 200000 400000
0x7F		0	0	0	0x00000	
0x80		4	22	4	0x17E29	00F800 030600 04F900 0B0680 040100 1800C0 000001 1800C0 200021 100048 200021 100058 200021 100048 200027 100048 080086 100040 040100 0A0680 040100 020600
0x81		5	20	5	0x17E6B	03FF00 0000C0 33FF20 0000C0 300020 000050 300020 000010 000020 000010 000020 000010 000020 300040 000020 3000C0 000000 33FFF0 000000 03FFF0
0x82		3	23	4	0x17EA7	001E00 006180 009E40 002180 01CC60 000000 018C60 020010 010C20 0A0010 010C20 1A0010 210C20 120010 610C20 020010 618C20 000010 41CC60 002000 009CE0 006000 001CC0
0x83		4	23	3	0x17EEC	000180 000240 00C5A0 000240 094820 008410 190820 021010 310820 021010 610820 021010 600820 031000 300860 031000 188040 017F80 088030 007FC0 000030 000000 000030
0x84		4	23	3	0x17F31	000180 000240 00C5A0 000240 314820 008410 310820 021010 310820 021010 010820 021010 000820 031000 000860 331000 008040 317F80 008030 307FC0 000030 000000 000030
0x85		4	23	3	0x17F76	000180 000240 00C5A0 000240 414820 008410 610820 021010 610820 121010 210820 1A1010 000820 0B1000 000860 031000 008040 017F80 008030 007FC0 000030 000000 000030
0x86		4	23	3	0x18000	000180 000240 00C5A0 000240 014820 308410 010820 7A1010 010820 4A1010 010820 4A1010 000820 4B1000 000860 7B1000 008040 317F80 008030 007FC0 000030 000000 000030
0x87		4	22	4	0x18045	001C00 006300 001C00 00A280 004100 0180C0 000001 0180C0 020021 010048 020021 010058 020021 010048 020027 010048 0200A6 018040 000080 014340 008080 004300
0x88		3	23	4	0x18087	001E00 006180 009E40 002180 09CC60 000000 198C60 020010 310C20 020010 410C20 220010 010C20 620010 010C20 320010 018C20 180010 01CC60 082000 009CE0 006000 001CC0
0x89		3	23	4	0x180CC	001E00 006180 009E40 302180 01CC60 300000 018C60 320010 010C20 020010 010C20 020010 010C20 020010 010C20 320010 018C20 300010 01CC60 302000 009CE0 006000 001CC0
0x8A		3	23	4	0x18111	001E00 006180 009E40 002180 01CC60 400000 018C60 620010 010C20 620010 110C20 220010 190C20 020010 090C20 020010 018C20 000010 01CC60 002000 009CE0 006000 001CC0
0x8B		8	17	5	0x818156	
0x8C		8	16	6	0x18171	018000 080000 018000 180000 018000 300000 018000 600000 01FFF0 600000 01FFF0 300000 000000 180000 000000 080000
0x8D		8	12	10	0x181A1	018000 000000 418000 000000 618000 000000 618000 100000 21FFF0 180000 01FFF0 080000
0x8E		2	25	3	0x181C5	000030 000040 0001B0 C00240 000D80 C01200 006C00 C09200 036400 048200 1B0400 240200 180400 240200 1B0400 048200 036400 C09200 006C00 C01200 000D80 C00240 0001B0 000040 000030
0x8F		2	25	3	0x18210	000030 000040 0001B0 000240 000D80 003200 304C00 49B200 324400 CD8200 020400 CC0200 000400 CC0200 020400 CD8200 324400 49B200 304C00 003200 000D80 000240 0001B0 000040 000030
0x90		6	20	4	0x1825B	0FFFF0 000000 0BEFD0 041020 080810 041020 080810 141020 080010 341820 480010 241820 C00000 0C1830 C00000 0C1830 800000 0C1830 000000 0C0030
0x91		2	25	3	0x18297	0041C0 008220 0141C0 008630 030000 000C30 030000 000C30 030000 000C30 018040 0077A0 008840 007380 018C60 000000 030C30 000000 030C30 000000 030C30 008040 017CA0 008040 007C80
0x92		1	25	4	0x182E2	000010 000060 000090 000360 000480 001B00 002400 00DA00 012400 06C200 090400 360200 000400 300200 0FFDF0 300000 0FDFF0 202000 100030 203000 100030 003000 300030 003000 300030
0x93		3	24	3	0x1832D	001E00 006180 009E40 002100 09C0E0 000000 198060 000000 330030 000000 420020 210010 000000 630030 000000 330030 000000 198060 000000 09C0E0 002100 009E40 006180 001E00
0x94		3	24	3	0x18375	001E00 006180 009E40 302100 01C0E0 300000 018060 300000 030030 000000 020020 010010 000000 030030 000000 030030 300000 018060 300000 01C0E0 302100 009E40 006180 001E00
0x95		3	24	3	0x183BD	001E00 006180 009E40 002100 01C0E0 400000 018060 600000 030030 600000 120020 210010 180000 030030 080000 030030 000000 018060 000000 01C0E0 002100 009E40 006180 001E00
0x96		5	20	5	0x18405	01FF00 0000C0 09FF20 0000C0 180020 000050 300020 000010 400020 200010 000020 600010 000020 300040 000020 1800C0 000000 09FFF0 000000 01FFF0
0x97		5	20	5	0x18441	03FF00 0000C0 43FF20 0000C0 600020 000050 600020 100010 200020 180010 000020 080010 000020 000040 000020 0000C0 000000 03FFF0 000000 03FFF0
0x98		4	23	3	0x1847D	020000 010000 028003 314000 00B003 304800 003403 300A04 00050A 000294 000168 000090 000160 000280 000500 300A00 003400 304800 00B000 314000 028000 010000 020000
0x99		2	25	3	0x184C2	007C00 018300 027C80 058340 C20080 0C0060 C00000 0C0060 D00010 080020 100010 080020 100010 080020 100010 080020 D00010 0C0060 C00000 0C0060 C20080 058340 027C80 018300 007C00
0x9A		4	22	4	0x1850D	0FFF00 000080 0FFF40 C00080 000020 C00040 000020 C00010 000020 000000 000030 000000 000010 000020 C00010 000020 C00040 000020 C00080 0FFF40 000080 0FFF00
0x9B		4	22	4	0x1854F	001E00 006180 009E40 002100 01C0E0 000000 018060 020010 010020 020010 1DFFEF 000000 1FFFFF 000000 020010 010020 020010 018060 000000 0141A0 008040 004180
0x9C		4	22	4	0x18591	003030 000000 003030 070040 08B020 074080 10B140 084E80 303140 000E80 303060 000000 303060 000000 303030 080000 103030 060000 083030 060040 000020 000040
0x9D		2	25	3	0x185D3	200000 006600 300000 086600 100000 0C6600 020000 046600 030000 00E600 010000 00FFF0 000000 00FFF0 010000 00E600 030000 046600 020000 0C6600 100000 086600 300000 006600 200000
0x9E		3	25	2	0x1861E	3FFFF0 000000 3FFFF0 000000 301800 000000 301800 000000 383800 07C000 183000 07C000 000000 000000 018000 000000 018000 000000 1FFFE0 000000 1FFFF0 000000 018030 000000 018030
0x9F		5	19	6	0x18669	000018 000004 00C018 000006 00C000 000006 00C000 000006 0FFFF8 100004 0FFFF8 300000 00C000 300000 00C000 300000 0CC000 100000 0C0000
0xA0		4	23	3	0x186A2	000180 000240 00C5A0 000240 014820 008410 010820 021010 010820 0A1010 010820 1A1010 200820 131000 600860 031000 608040 017F80 408030 007FC0 000030 000000 000030
0xA1		8	16	6	0x186E7	018000 000000 018000 000000 018000 000000 098000 000000 19FFF0 200000 11FFF0 600000 000000 600000 000000 400000
0xA2		3	24	3	0x18717	001E00 006180 009E40 002100 01C0E0 000000 018060 000000 030030 080000 020020 190010 200000 130030 600000 030030 600000 018060 400000 01C0E0 002100 009E40 006180 001E00
0xA3		5	20	5	0x1875F	03FF00 0000C0 03FF20 0000C0 000020 000050 000020 080010 000020 180010 200020 100010 600020 000040 600020 0000C0 400000 03FFF0 000000 03FFF0
0xA4		5	20	5	0x1879B	01FFF0 080000 11FFF0 280000 106000 400000 20C000 400000 208000 110000 208000 110000 080000 118000 080000 218000 504000 20BFF0 404000 003FF0
0xA5		5	21	4	0x187D7	13FFF0 200000 51FFF0 220000 418000 804000 40A000 804000 403000 200800 401400 200800 100600 200100 100280 200100 4000C0 A00020 43FFD0 800000 03FFF0
0xA6		4	23	3	0x18816	001830 002400 0C5A30 002400 148230 084100 108230 210100 108230 210100 108230 210100 008230 310000 008630 310000 080430 17F800 080330 07FC00 000330 000000 000330
0xA7		3	24	3	0x1885B	01E030 061800 09E430 021000 1C0E30 000000 180630 000000 300330 000000 200220 100110 000000 300330 000000 300330 000000 180630 000000 1C0E30 021000 09E430 061800 01E030
0xA8		6	19	5	0x188A3	000030 00004C 000030 00008E 000040 000106 000081 038202 000D01 038202 000C01 038002 000001 000006 000000 00000E 000030 00000C 000030
0xA9		6	19	5	0x8188DC	
0xAA		5	19	6	0x8188FA	
0xAB		3	23	4	0x18918	006000 000000 006006 000300 00600E 600500 00621E 600400 006816 600420 006816 FF8020 006C06 FF8060 006C06 000040 006C06 0000C0 006706 000080 006306 000000 006000
0xAC		3	23	4	0x1895D	006000 000030 006040 000030 0060C0 600030 006180 600030 006300 600030 006600 FF8030 006C00 FF8030 006FCE 000030 006FCE 000030 006000 000030 006000 000030 006000
0xAD		12	5	13	0x15F74	038000 000FFF 038000 000FFF 038000
0xAE		2	24	4	0x189A2	001000 002800 001000 006C00 008200 004400 018300 020080 010100 0600C0 080020 041040 082820 001000 006C00 008200 004400 018300 020080 010100 0600C0 080020 040040 080020
0xAF		4	24	2	0x189EA	080020 040040 080020 0600C0 010100 020080 018300 004400 008200 006C00 001000 082820 041040 080020 0600C0 010100 020080 018300 004400 008200 006C00 001000 002800 001000
0xB0		0	0	0	0x00000	
0xB1		0	0	0	0x00000	
0xB2		0	0	0	0x00000	
0xB3		0	0	0	0x00000	
0xB4		0	0	0	0x00000	
0xB5		0	0	0	0x00000	
0xB6		0	0	0	0x00000	
0xB7		0	0	0	0x00000	
0xB8		0	0	0	0x00000	
0xB9		0	0	0	0x00000	
0xBA		0	0	0	0x00000	
0xBB		0	0	0	0x00000	
0xBC		0	0	0	0x00000	
0xBD		0	0	0	0x00000	
0xBE		0	0	0	0x00000	
0xBF		0	0	0	0x00000	
0xC0		0	0	0	0x00000	
0xC1		0	0	0	0x00000	
0xC2		0	0	0	0x00000	
0xC3		0	0	0	0x00000	
0xC4		0	0	0	0x00000	
0xC5		0	0	0	0x00000	
0xC6		0	0	0	0x00000	
0xC7		0	0	0	0x00000	
0xC8		0	0	0	0x00000	
0xC9		0	0	0	0x00000	
0xCA		0	0	0	0x00000	
0xCB		0	0	0	0x00000	
0xCC		0	0	0	0x00000	
0xCD		0	0	0	0x00000	
0xCE		0	0	0	0x00000	
0xCF		0	0	0	0x00000	
0xD0		0	0	0	0x00000	
0xD1		0	0	0	0x00000	
0xD2		0	0	0	0x00000	
0xD3		0	0	0	0x00000	
0xD4		0	0	0	0x00000	
0xD5		0	0	0	0x00000	
0xD6		0	0	0	0x00000	
0xD7		0	0	0	0x00000	
0xD8		0	0	0	0x00000	
0xD9		0	0	0	0x00000	
0xDA		0	0	0	0x00000	
0xDB		0	0	0	0x00000	
0xDC		0	0	0	0x00000	
0xDD		0	0	0	0x00000	
0xDE		0	0	0	0x00000	
0xDF		0	0	0	0x00000	
0xE0		4	23	3	0x18A32	000F00 0030C0 004F00 00B0A0 004040 010020 008010 010020 020010 010020 020010 010020 020000 010060 000000 0180C0 000000 03FFE0 000010 03FFC0 000030 000000 000030
0xE1		6	21	3	0x18A77	07FFFC 080000 07FFFC 100000 080000 100000 200000 0000C0 300020 0060C0 100030 206000 100030 204000 102030 084000 10B030 074840 0897A0 070840 000780
0xE2		7	19	4	0x818AB6	
0xE3		3	23	4	0x18AD4	030000 000000 030000 000000 03FFF0 000000 03FFF0 000000 030000 000000 030000 000000 030000 000000 030000 00FFC0 030020 00FFC0 030030 000000 030030 000000 030030
0xE4		4	21	5	0x18B19	300030 000000 380070 000000 3C00F0 020100 3400B0 030300 300030 018600 304830 008400 307830 000000 303030 000000 300030 000000 300030 000000 300030
0xE5		3	26	1	0x18B58	001E00 006180 009E40 002100 01C0E0 000000 018060 000000 030030 000000 030030 000000 030030 000000 010030 020000 018060 020000 01C0E0 022100 009E40 036180 001E00 030000 000000 030000
0xE6		5	23	2	0x18BA6	03FFFF 000000 03FF7F 000080 000060 000000 000020 000010 000020 000010 000020 000010 000020 000040 000020 0000C0 000000 03FFE0 000010 03FFC0 000030 000000 000030
0xE7		3	23	4	0x18BEB	030000 000000 030000 000000 030000 000000 030000 000000 03FFC0 000020 03FF80 000070 030000 000030 030000 000030 030000 000030 030000 000030 030000 000000 030000
0xE8		3	23	4	0x18C30	007800 008400 017A00 008400 020100 010200 020100 040080 020100 040080 39FE70 060180 39FE70 040080 020100 040080 020100 010200 020100 008400 017A00 008400 007800
0xE9		4	21	5	0x18C75	01FE00 060180 09FE40 060180 183060 000000 183060 200010 103020 200010 103020 200010 103020 200010 183060 000000 183060 060180 09FE40 060180 01FE00
0xEA		3	23	4	0x18CB4	01F030 060800 09F430 060A00 100430 080300 1000F0 200100 1000F0 200000 100000 200000 100000 200000 1000F0 200100 1000F0 080300 100430 060A00 09F430 060800 01F030
0xEB		3	24	3	0x18CF9	000E00 003180 004E40 301100 00E0E0 300000 08C060 200000 1D8030 200000 170020 208010 120000 218030 100000 218030 100000 00C060 300000 00E0E0 301100 004E40 003180 000E00
0xEC		2	25	3	0x18D41	007800 008400 017A00 008400 030300 000000 030300 000000 030300 000000 018600 007800 008400 007800 018600 000000 030300 000000 030300 000000 030300 008400 017A00 008400 007800
0xED		3	24	3	0x18D8C	001E02 006184 009E4A 002114 01C0A8 000050 018020 0000C0 030130 000280 020520 010A10 001400 032830 005000 032030 00C000 010060 028000 0540E0 0A2100 149E40 086180 101E00
0xEE		4	21	5	0x0E2C4	003F00 004080 00BF40 004080 018C60 000000 018C60 000000 030C30 000000 030C30 000000 030C30 000000 030C30 000000 030C30 000000 030C30 000000 030C30
0xEF		4	21	5	0x18DD4	01FFF0 060000 09FFF0 060000 100000 080000 100000 200000 100000 200000 100000 200000 100000 200000 100000 080000 100000 060000 09FFF0 060000 01FFF0
