char_code	char	start	width	advance	glyph_ptr	half_res	glyph_data_hex
0xAB	½	0	7	1	0x083C6	0	020084 634284 BC0902 920461 020002 188424 4248BC
0xAC	¼	0	7	1	0x083D4	0	021884 244248 BC8403 7B0404 020808 00147F 080001
0xAD	¡	2	3	3	0x083E2	0	080014 7F0800 018006
0xAE	«	0	6	2	0x083E8	0	018006 601818 018006 601818 181806 600180
0xAF	»	0	6	2	0x083F4	0	181806 600180 181806 600180 00F003 080404
0xB0		0	0	0	0x00000	0	
0xB1		0	0	0	0x00000	0	
0xB2		0	0	0	0x00000	0	
0xB3		0	0	0	0x00000	0	
0xB4		0	0	0	0x00000	0	
0xB5		0	0	0	0x00000	0	
0xB6		0	0	0	0x00000	0	
0xB7		0	0	0	0x00000	0	
0xB8		0	0	0	0x00000	0	
0xB9		0	0	0	0x00000	0	
0xBA		0	0	0	0x00000	0	
0xBB		0	0	0	0x00000	0	
0xBC		0	0	0	0x00000	0	
0xBD		0	0	0	0x00000	0	
0xBE		0	0	0	0x00000	0	
0xBF		0	0	0	0x00000	0	
0xC0		0	0	0	0x00000	0	
0xC1		0	0	0	0x00000	0	
0xC2		0	0	0	0x00000	0	
0xC3		0	0	0	0x00000	0	
0xC4		0	0	0	0x00000	0	
0xC5		0	0	0	0x00000	0	
0xC6		0	0	0	0x00000	0	
0xC7		0	0	0	0x00000	0	
0xC8		0	0	0	0x00000	0	
0xC9		0	0	0	0x00000	0	
0xCA		0	0	0	0x00000	0	
0xCB		0	0	0	0x00000	0	
0xCC		0	0	0	0x00000	0	
0xCD		0	0	0	0x00000	0	
0xCE		0	0	0	0x00000	0	
0xCF		0	0	0	0x00000	0	
0xD0		0	0	0	0x00000	0	
0xD1		0	0	0	0x00000	0	
0xD2		0	0	0	0x00000	0	
0xD3		0	0	0	0x00000	0	
0xD4		0	0	0	0x00000	0	
0xD5		0	0	0	0x00000	0	
0xD6		0	0	0	0x00000	0	
0xD7		0	0	0	0x00000	0	
0xD8		0	0	0	0x00000	0	
0xD9		0	0	0	0x00000	0	
0xDA		0	0	0	0x00000	0	
0xDB		0	0	0	0x00000	0	
0xDC		0	0	0	0x00000	0	
0xDD		0	0	0	0x00000	0	
0xDE		0	0	0	0x00000	0	
0xDF		0	0	0	0x00000	0	
0xE0	α	0	7	1	0x08400	0	00F003 080404 080804 1003E8 0C047F FE8000 401882
0xE1	ß	1	6	1	0x0840E	0	7FFE80 004018 820465 0818F0 40043F F84004
0xE2	Γ	0	7	1	0x0841A	0	40043F F84004 200840 042000 580008 0007FC 080004
0xE3	π	0	7	1	0x08428	0	080007 FC0800 04000B F80404 080840 043018 4C6423
0xE4	Σ	0	7	1	0x08436	0	400430 184C64 238840 042008 583403 F00408 080404
0xE5	σ	1	7	0	0x08444	0	03F004 080804 04080B F00400 08000F EF0010 000800
0xE6	µ	1	6	1	0x08452	0	0FEF00 100008 001000 200FD8 080004 000BF8
0xE7	τ	0	7	1	0x0845E	0	080004 000BF8 040408 080410 080003 804444 282857
0xE8	Φ	0	7	1	0x0846C	0	038044 442828 57D428 284444 03801D E06218 810442
0xE9	Θ	0	7	1	0x0847A	0	1DE062 188104 420881 046218 1DE00F C43038 400420
0xEA	Ω	0	7	1	0x08488	0	0FC430 384004 200040 043038 0FC400 E08318 64049A
0xEB	δ	0	7	1	0x08496	0	00E083 186404 9A0844 048318 00E007 E00810 042003
0xEC	∞	0	7	1	0x084A4	0	07E008 100420 03C004 200810 07E001 E60618 082404
0xED	φ	0	7	1	0x084B2	0	01E606 180824 04C809 040618 19E006 E00910 108821
0xEE	ε	0	7	1	0x084C0	0	06E009 101088 210410 882104 10880F FC3000 400020
0xEF	∩	0	7	1	0x084CE	0	0FFC30 004000 200040 003000 0FFC44 726166 740030
